0198;52374425
0199;0.00396087
0200;229161792008
0201;115039000
0202;1209002624
0203;34029210557338
0204;2944730
0205;0.5731441
0206;1389019170
0207;44043947822
0208;331951449665644800
0209;15964587728784
0210;1598174770174689458
0211;1922364685
0212;328968937309
0213;330.721154
0214;1677366278943
0215;806844323190414
0216;5437849
0217;6273134
0218;0
0219;64564225042
0220;139776,963904
0221;1884161251122450
0222;1590933
0223;61614848
0224;4137330
0225;2009
0226;0.11316017
0227;3780.618622
0228;86226
0229;11325263
0230;850481152593119296
0231;7526965179680
0232;0.83648556
0233;271204031455541309
0234;1259187438574927161
0235;1.002322108633
0236;123/59
0237;15836928
0238;9922545104535661
0239;0.001887854841
0240;7448717393364181966
0241;482316491800641154
0242;997104142249036713
0243;892371480
0244;96356848
0245;288084712410001
0246;810834388
0247;782252
0248;23507044290
0249;9275262564250418
0250;1425480602091519
0251;18946051
0252;104924.0
0253;11.492847
0254;8184523820510
0255;4.4474011180
0256;85765680
0257;139012411
0258;12747994
0259;20101196798
0260;167542057
0261;238890850232021
0262;2531.205
0263;2039506520
0264;2816417.1055
0265;209110240768
0266;1096883702440585
0267;0.999992836187
0268;785478606870985
0269;1311109198529286
0270;82282080
0271;4617456485273129588
0272;8495585919506151122
0273;2032447591196869022
0274;1601912348822
0275;15030564
0276;5777137137739632912
0277;1125977393124310
0278;1228215747273908452
0279;416577688
0280;430.088247
0281;1485776387445623
0282;1098988351
0283;28038042525570324
0284;5a411d7b
0285;157055.80999
0286;52.6494571953
0287;313135496
0288;605857431263981935
0289;6567944538
0290;20444710234716473
0291;4037526
0292;3600060866
0293;2209
0294;789184709
0295;4884650818
0296;1137208419
0297;2252639041804718029
0298;1.76882294
0299;549936643
0300;8.0540771484375
0301;2178309
0302;1170060
0303;1111981904675169
0304;283988410192
0305;18174995535140
0306;852938
0307;0.7311720251
0308;1539669807660924
0309;210139
0310;2586528661783
0311;2466018557
0312;324681947
0313;2057774861813004
0314;132.52756426
0315;13625242
0316;542934735751917735
0317;1856532.8455
0318;709313889
0319;268457129
0320;278157919195482643
0321;2470433131948040
0322;999998760323313995
0323;6.3551758451
0324;96972774
0325;54672965
0326;1966666166408794329
0327;34315549139516
0328;260511850222
0329;199740353/29386561536000
0330;15955822
0331;467178235146843549
0332;2717.751525
0333;3053105
0334;150320021261690835
0335;5032316
0336;CAGBIHEFJDK
0337;85068035
0338;15614292
0339;19823.542204
0340;291504964
0341;56098610614277014
0342;5943040885644
0343;269533451410884183
0344;65579304332
0345;13938
0346;336108797689259276
0347;11109800204052
0348;1004195061
0349;115384615384614952
0350;84664213
0351;11762187201804552
0352;378563.260589
0353;1.2759860331
0354;58065134
0355;1726545007
0356;28010159
0357;1739023853137
0358;3284144505
0359;40632119
0360;878825614395267072
0361;178476944
0362;457895958010
0363;0.0000372091
0364;44855254
0365;162619462356610313
0366;88351299
0367;48271207
0368;253.6135092068
0369;862400558448
0370;41791929448408
0371;40.66368097
0372;301450082318807027
0373;727227472448913
0374;334420941
0375;7435327983715286168
0376;973059630185670
0377;732385277
0378;147534623725724718
0379;132314136838185
0380;6.3202e25093
0381;139602943319822
0382;697003956
0383;22173624649806
0384;3354706415856332783
0385;3776957309612153700
0386;528755790
0387;696067597313468
0388;831907372805129931
0389;2406376.3623
0390;2919133642971
0391;61029882288
0392;3.1486734435
0393;112398351350823112
0394;3.2370342194
0395;28.2453753155
0396;173214653
0397;141630459461893728
0398;2010.59096
0399;1508395636674243,6.5e27330467
0400;438505383468410633
0401;281632621
0402;356019862
0403;18224771
0404;1199215615081353
0405;237696125
0406;36813.12757207
0407;39782849136421
0408;299742733
0409;253223948
0410;799999783589946560
0411;9936352
0412;38788800
0413;3079418648040719
0414;552506775824935461
0415;55859742
0416;898082747
0417;446572970925740
0418;1177163565297340320
0419;998567458,1046245404,43363922
0420;145159332
0421;2304215802083466198
0422;92060460
0423;653972374
0424;1059760019628
0425;46479497324
0426;31591886008
0427;97138867
0428;747215561862
0429;98792821
0430;5000624921.38
0431;23.386029052
0432;754862080
0433;326624372659664
0434;863253606
0435;252541322550
0436;0.5276662759
0437;74204709657207
0438;2046409616809
0439;968697378
0440;970746056
0441;5000088.8395
0442;1295552661530920149
0443;2744233049300770
0444;1.200856722e263
0445;659104042
0446;907803852
0447;530553372
0448;106467648
0449;103.37870096
0450;583333163984220940
0451;153651073760956
0452;345558983
0453;104354107
0454;5435004633092
0455;450186511399999
0456;333333208685971546
0457;2647787126797397063
0458;423341841
0459;3996390106631
0460;18.420738199
0461;159820276
0462;5.5350769703e1512
0463;808981553
0464;198775297232878
0465;585965659
0466;258381958195474745
0467;775181359
0468;852950321
0469;0.56766764161831
0470;147668794
0471;1.895093981e31
0472;73811586
0473;35856681704365
0474;9690646731515010
0475;75780067
0476;110242.87794
0477;25044905874565165
0478;59510340
0479;191541795
0480;turnthestarson
0481;729.12106947
0482;1400824879147
0483;4.993401567e22
0484;8907904768686152599
0485;51281274340
0486;11408450515
0487;106650212746
0488;216737278
0489;1791954757162
0490;777577686
0491;194505988824000
0492;242586962923928
0493;6.818741802
0494;2880067194446832666
0495;789107601
0496;2042473533769142717
0497;684901360
0498;472294837
0499;0.8660312
0500;35407281
0501;197912312715
0502;749485217
0503;3.8694550145
0504;694687
0505;714591308667615832
0506;18934502
0507;316558047002627270
0508;891874596
0509;151725678
0510;315306518862563689
0511;935247012
0512;50660591862310323
0513;2925619196
0514;8986.86698
0515;2422639000800
0516;939087315
0517;581468882
0518;100315739184392
0519;804739330
0520;238413705
0521;44389811
0522;96772715
0523;37125450.44
0524;2432925835413407847
0525;44.69921807
0526;49601160286750947
0527;11.92412011
0528;779027989
0529;23624465
0530;207366437157977206
0531;4515432351156203105
0532;827306.56
0533;789453601
0534;11726115562784664
0535;611778217
0536;3557005261906288
0537;779429131
0538;22472871503401097
0539;426334056
0540;500000000002845
0541;4580726482872451
0542;697586734240314852
0543;199007746081234640
0544;640432376
0545;921107572
0546;215656873
0547;11730879.0023
0548;12144044603581281
0549;476001479068717
0550;328104836
0551;73597483551591773
0552;326227335
0553;57717170
0554;89539872
0555;208517717451208352
0556;52126939292957
0557;2699929328
0558;226754889
0559;684724920
0560;994345168
0561;452480999988235494
0562;51208732914368
0563;27186308211734760
0564;12363.698850
0565;2992480851924313898
0566;329569369413585
0567;75.44817535
0568;4228020
0569;21025060
0570;271197444
0571;30510390701978
0572;19737656
0573;1252.9809
0574;5780447552057000454
0575;0.000989640561
0576;344457.5871
0577;265695031399260211
0578;9219696799346
0579;3805524
0580;2327213148095366
0581;2227616372734
0582;19903
0583;1174137929000
0584;32.83822408
0585;17714439395932
0586;82490213
0587;2240
0588;11651930052
0589;131776959.25
0590;834171904
0591;526007984625966
0592;13415DF2BE9C
0593;96632320042.0
0594;47067598
0595;54.17529329
0596;734582049
0597;0.5001817828
0598;543194779059
0599;12395526079546335
0600;2668608479740672
0601;1617243
0602;269496760
0603;879476477
0604;1398582231101
0605;59992576
0606;158452775
0607;13.1265108586
0608;439689828
0609;172023848
0610;319.30207833
0611;49283233900
0612;819963842
0613;0.3916721504
0614;130694090
0615;108424772
0616;310884668312456458
0617;1001133757
0618;634212216
0619;857810883
0620;1470337306
0621;11429712
0622;3010983666182123972
0623;3679796
0624;984524441
0625;551614306
0626;695577663
0627;220196142
0628;210286684
0629;626616617
0630;9669182880384
0631;869588692
0632;728378714
0633;1.0012e-10
0634;4019680944
0635;689294705
0636;888316
0637;49000634845039
0638;18423394
0639;797866893
0640;50.317928
0641;793525366
0642;631499044
0643;968274154
0644;20.11208767
0645;48894.2174
0646;845218467
0647;563132994232918611
0648;301483197
0649;924668016
0650;538319652
0651;448233151
0652;983924497
0653;1130658687
0654;815868280
0655;2000008332
0656;888873503555187
0657;219493139
0658;958280177
0659;238518915714422000
0660;474766783
0661;646231.2177
0662;860873428
0663;1884138010064752
0664;35295862
0665;11541685709674
0666;0.48023168
0667;1.5276527928
0668;2811077773
0669;56342087360542122
0670;551055065
0671;946106780
0672;91627537
0673;700325380
0674;416678753
0675;416146418
0676;3562668074339584
0677;984183023
0678;1986065
0679;644997092988678
0680;563917241
0681;2611227421428
0682;290872710
0683;2.38955315e11
0684;922058210
0685;662878999
0686;193060223
0687;0.3285320869
0688;110941813
0689;0.56565454
0690;415157690
0691;11570761
0692;842043391019219959
0693;699161
0694;1339784153569958487
0695;0.1017786859
0696;436944244
0697;4343871.06
0698;57808202
0699;37010438774467572
0700;1517926517777556
0701;13.51099836
0702;622305608172525546
0703;843437991
0704;501985601490518144
0705;480440153
0706;884837055
0707;652907799
0708;28874142998632109
0709;773479144
0710;1275000
0711;541510990
0712;413876461
0713;788626351539895
0714;2.452767775565e20
0715;883188017
0716;238948623
0717;1603036763131
0718;228579116
0719;128088830547982
0720;688081048
0721;700792959
0722;3.376792776502e132
0723;1395793419248
0724;18128250110
0725;4598797036650685
0726;578040951
0727;3.64039141
0728;709874991
0729;308896374.2502
0730;1315965924
0731;6086371427
0732;45609
0733;574368578
0734;557988060
0735;174848216767932
0736;25332747903959376
0737;757794899
0738;143091030
0739;711399016
0740;0.0189581208
0741;512895223
0742;18397727
0743;259158998
0744;0.0001999600
0745;94586478
0746;867150922
0747;681813395
0748;276402862
0749;13459471903176422
0750;160640
0751;2.223561019313554106173177
0752;5610899769745488
0753;4714126766770661630
0754;785845900
0755;2877071595975576960
0756;607238.610661
0757;75737353
0758;331196954
0759;282771304
0760;172747503
0761;5.05505046
0762;285528863
0763;798443574
0764;255228881
0765;0.2429251641
0766;2613742
0767;783976175
0768;14655308696436060
0769;14246712611506
0770;127311223
0771;398803409
0772;83985379
0773;556206950
0774;459155763
0775;946791106
0776;9.627509725002e33
0777;
0778;146133880
0779;0.547326103833
0780;
0781;162450870
0782;318313204
0783;136666597
0784;5833303012576429231
0785;29526986315080920
0786;45594532839912702
0787;202642367520564145
0788;471745499
0789;13431419535872807040
0790;16585056588495119
0791;404890862
0792;
0793;475808650131120
0794;8.146681749623
0795;955892601606483
0796;43.20649061
0797;
0798;132996198
0799;1096910149053902
0800;1412403576
0801;638129754
0802;973873727
0803;9300900470636
0804;4921370551019052
0805;
0806;
0807;0.1091523673
0808;3807504276997394
0809;75353432948733
0810;124136381
0811;327287526
0812;
0813;14063639
0814;
0815;54.12691621
0816;20.880613018
0817;93158936107011
0818;
0819;1995.975556
0820;44967734
0821;
0822;950591530
0823;865849519
0824;
0825;
0826;0.3889014797
0827;
0828;148693670
0829;
0830;
0831;
